,Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified,adaPredictions
1854,Ga. Southern,2013,9.6,13.2,8,6.9,68.8,41.9,34.1,0.2,2.2,-3.0,42.4,31.9,62.1,65.1,5.6,-2.0,43.9,No,No
1855,Ga. Southern,2015,11.6,11.8,5,7.3,66.9,41.5,31.6,2.7,3.2,8.0,71.0,30.5,68.1,60.2,7.5,2.0,39.3,No,No
1856,New Orleans,2016,13.6,15.1,17,8.4,68.7,41.9,33.7,1.4,2.5,-2.5,33.3,35.9,75.0,77.5,5.4,0.8,45.5,No,No
1857,New Orleans,2017,15.7,16.7,10,7.9,71.0,47.3,31.7,-0.4,3.0,3.6,62.5,31.6,72.8,69.2,4.3,3.9,44.1,Yes,Yes
1858,New Orleans,2018,14.6,15.1,10,7.2,67.3,45.3,35.8,0.3,3.5,-0.8,48.5,37.1,69.6,70.4,4.8,1.6,46.2,No,No
1859,New Orleans,2010,10.7,15.9,22,6.3,68.6,40.3,33.8,-2.0,2.0,-6.9,26.7,35.7,59.3,66.2,5.6,-1.1,44.8,No,No
1860,New Orleans,2015,9.6,15.6,16,7.4,69.0,43.9,33.6,-0.2,3.5,-2.4,37.9,37.5,71.1,73.6,4.2,1.9,48.1,No,No
1861,Texas Tech,2016,13.1,12.0,4,5.9,74.2,44.8,34.6,0.8,4.2,2.2,59.4,35.6,72.0,69.9,5.8,0.3,42.8,No,No
1862,Texas Tech,2017,14.0,11.1,11,5.3,73.3,46.9,36.9,2.5,3.1,6.3,56.3,35.5,73.3,67.1,6.6,3.1,43.2,No,No
1863,Texas Tech,2018,14.3,12.3,8,7.1,70.4,46.0,35.9,2.7,4.3,9.8,73.0,32.3,74.6,64.8,6.8,3.6,40.1,No,No
1864,Texas Tech,2010,14.3,13.7,24,6.8,71.5,43.8,37.1,1.0,4.4,0.6,54.3,32.4,76.7,76.1,5.6,-1.8,42.7,No,No
1865,Texas Tech,2011,13.3,13.8,20,5.9,72.9,44.5,36.5,-0.1,4.3,-2.2,40.6,35.1,73.2,75.3,5.6,-2.2,45.7,No,No
1866,Texas Tech,2015,11.1,13.8,6,5.8,64.2,40.5,32.3,-1.1,4.1,-3.4,40.6,33.9,60.9,64.3,5.3,0.9,42.7,No,No
1867,Rhode Island,2016,12.2,11.5,20,5.3,66.9,44.4,36.5,0.9,5.0,4.6,53.1,33.3,69.4,64.8,6.7,2.5,42.6,No,No
1868,Rhode Island,2017,13.3,11.1,9,6.5,66.8,45.4,33.3,2.0,5.9,8.3,71.4,29.5,73.6,65.4,6.2,2.5,40.6,No,No
1869,Rhode Island,2018,15.3,10.7,10,7.3,69.7,45.5,35.2,5.1,3.5,7.2,76.5,33.2,76.0,68.8,6.9,0.0,45.3,No,No
1870,Rhode Island,2010,14.8,10.9,8,8.2,69.8,44.5,33.3,4.6,5.1,5.8,72.2,34.2,76.0,70.2,6.5,-1.5,46.4,No,No
1871,Rhode Island,2011,12.2,12.2,13,6.6,70.1,42.2,33.7,1.7,3.9,1.4,58.8,30.1,68.1,66.7,7.1,-1.6,42.4,No,No
1872,Rhode Island,2012,11.2,14.5,14,6.5,69.0,40.1,27.8,-1.4,3.9,-6.9,22.6,35.5,68.6,75.5,5.3,3.5,47.5,No,No
1873,Rhode Island,2013,10.9,12.1,10,5.6,67.1,40.0,32.2,0.6,4.0,-5.6,27.6,34.2,61.6,67.1,6.3,-5.4,43.1,No,No
1874,Rhode Island,2015,13.0,13.7,11,6.5,65.5,44.9,30.3,0.8,5.6,7.5,69.7,26.5,67.6,60.2,4.4,3.1,40.2,No,No
1875,Hofstra,2016,15.0,11.9,11,6.3,68.9,44.6,35.6,-0.1,3.2,5.1,70.6,35.0,78.9,73.8,8.5,2.2,43.6,No,No
1876,Hofstra,2017,13.1,10.7,11,4.4,68.4,44.3,36.7,-0.1,2.6,0.6,46.9,36.6,77.3,76.7,9.1,0.3,46.2,No,No
1877,Hofstra,2018,13.3,10.8,9,5.0,68.2,46.5,37.5,0.9,2.7,2.2,61.3,36.3,79.5,77.3,8.4,2.0,47.7,No,No
1878,Hofstra,2010,13.7,13.8,28,7.5,72.6,40.9,32.6,-0.2,6.4,2.8,55.9,29.1,70.1,67.4,5.4,3.9,39.6,No,No
1879,Hofstra,2011,13.6,10.5,10,6.4,76.1,44.3,35.7,2.2,4.3,1.1,63.6,37.7,70.8,69.7,6.3,-3.9,44.0,No,No
1880,Hofstra,2015,15.4,11.1,18,7.5,70.0,44.8,36.2,2.5,2.6,8.2,58.8,33.9,78.5,70.2,8.9,2.3,43.8,No,No
1881,South Dakota,2016,15.4,12.1,21,6.5,70.1,46.7,35.6,1.8,3.5,-2.9,43.8,38.9,76.3,79.3,6.3,-3.2,45.5,No,No
1882,South Dakota,2017,12.2,11.8,18,6.8,70.5,44.4,34.1,1.9,3.4,3.7,64.7,36.7,77.6,73.9,6.6,1.1,43.3,No,No
1883,South Dakota,2018,13.2,11.1,11,6.8,75.0,47.6,35.5,3.3,2.0,12.2,74.3,32.9,80.9,68.7,6.9,3.6,41.0,No,No
1884,South Dakota,2013,12.5,12.1,2,6.1,78.1,44.9,37.1,-1.5,2.8,-3.2,33.3,37.2,70.4,73.6,6.9,-3.6,46.0,No,No
1885,South Dakota,2015,11.8,11.3,14,5.6,73.1,42.2,36.0,0.5,2.4,-0.1,51.5,33.5,70.0,70.1,6.4,1.8,44.7,No,No
1886,Loyola Chicago,2016,11.6,12.7,15,5.9,73.1,42.6,34.7,2.2,2.8,-0.7,46.9,34.9,64.3,65.1,6.1,-4.7,43.3,No,No
1887,Loyola Chicago,2017,14.8,11.8,10,6.8,70.9,48.5,38.9,2.6,2.4,6.6,56.3,36.4,73.4,66.8,8.1,-1.0,44.6,No,No
1888,Loyola Chicago,2018,15.6,12.4,0,6.3,72.5,50.7,39.6,0.3,2.4,9.1,84.2,32.3,71.6,62.6,7.3,1.7,41.4,No,No
1889,Loyola Chicago,2011,12.4,12.8,12,6.0,73.7,42.8,36.2,0.9,3.5,2.8,51.6,36.0,69.5,66.6,6.5,2.0,44.7,No,No
1890,Loyola Chicago,2013,13.9,13.2,6,5.1,71.8,44.6,36.4,-1.4,2.7,2.0,48.4,33.7,64.4,62.4,5.9,2.7,43.2,No,No
1891,Loyola Chicago,2015,13.2,12.6,7,6.5,68.8,47.4,39.2,-0.1,2.3,2.4,64.9,32.1,62.8,60.4,6.1,-1.1,43.2,No,No
1892,Notre Dame,2016,13.3,10.0,4,5.5,74.2,47.6,37.4,-0.3,3.9,4.5,66.7,36.9,75.1,70.6,7.3,1.8,43.2,No,No
1893,Notre Dame,2017,15.7,9.5,4,7.1,80.0,45.8,38.4,3.2,3.7,8.0,72.2,33.8,77.3,69.3,9.3,-1.8,43.2,No,No
1894,Notre Dame,2018,14.4,9.9,3,5.8,75.8,44.3,35.8,1.2,3.6,6.3,58.3,35.0,74.9,68.6,8.3,2.3,42.4,No,No
1895,Notre Dame,2010,16.7,10.3,12,5.5,72.3,47.0,38.8,0.0,3.0,6.9,65.7,34.9,75.3,68.4,7.5,3.5,43.5,No,No
1896,Notre Dame,2011,16.6,10.7,10,4.6,72.4,46.0,38.6,-0.4,3.8,9.7,79.4,35.3,75.2,65.5,8.0,4.4,40.8,No,No
1897,Notre Dame,2012,14.6,10.1,10,5.2,70.4,43.4,33.2,0.7,3.4,4.8,64.7,31.4,66.4,61.6,6.5,-0.7,41.4,No,No
1898,Notre Dame,2013,16.8,11.2,10,5.0,70.9,46.2,37.0,-1.0,3.8,6.5,71.4,32.5,70.0,63.5,6.5,4.2,42.0,No,No
1899,Notre Dame,2015,15.2,9.4,7,6.7,74.2,50.9,39.0,1.8,3.6,12.2,84.2,32.6,78.0,65.8,7.9,-0.3,42.7,No,No
1900,Weber St.,2016,13.7,13.2,4,5.1,67.4,48.1,36.9,-2.2,3.5,9.1,74.3,34.9,76.1,67.0,8.3,3.8,41.6,No,No
1901,Weber St.,2017,13.0,11.6,16,5.2,74.1,48.6,41.7,0.3,3.4,6.1,58.8,35.4,79.8,73.7,9.2,-2.8,45.2,No,No
1902,Weber St.,2018,13.9,11.9,9,5.2,76.5,49.1,41.7,0.0,3.9,7.7,64.5,33.1,78.5,70.8,9.0,-1.0,42.9,No,No
1903,Weber St.,2010,12.9,12.5,23,6.5,72.9,44.5,35.6,1.2,3.0,5.1,64.5,36.4,76.2,71.0,8.1,2.8,43.9,No,No
1904,Weber St.,2011,12.5,12.8,18,5.5,75.6,44.9,41.1,-1.0,2.8,3.1,56.3,36.4,70.1,67.0,8.0,0.9,42.2,No,No
1905,Weber St.,2012,13.3,10.6,14,5.6,81.4,45.9,39.1,1.7,2.4,8.2,78.1,35.8,77.3,69.1,8.9,0.3,42.8,No,No
1906,Weber St.,2013,14.0,12.4,8,5.3,72.1,50.6,41.6,-1.1,4.5,14.2,81.1,28.2,75.7,61.5,7.2,6.4,40.2,No,No
1907,Weber St.,2015,11.9,13.4,6,5.3,74.8,42.2,35.7,-2.3,4.0,-1.0,43.3,35.8,67.0,68.0,7.2,0.1,44.8,No,No
1908,East Tenn. St.,2010,10.9,14.8,15,8.4,65.9,43.2,30.8,1.8,3.2,1.8,57.1,33.2,69.3,67.5,5.1,0.8,41.8,No,No
1909,East Tenn. St.,2011,10.8,13.3,13,6.8,67.8,45.4,35.0,0.7,3.8,5.4,66.7,33.9,69.9,64.4,5.3,1.9,40.5,No,No
1910,East Tenn. St.,2013,10.1,13.2,15,6.3,66.8,40.4,32.7,1.0,2.2,-9.1,31.3,36.8,62.3,71.4,6.5,-5.9,45.8,No,No
1911,San Francisco,2016,12.4,12.6,25,5.4,67.8,43.9,35.4,-1.1,2.9,-1.1,50.0,38.6,77.6,78.7,7.8,2.8,44.0,No,No
1912,San Francisco,2017,13.0,12.6,7,6.7,63.6,44.9,35.0,0.8,2.8,4.2,60.6,33.5,71.6,67.3,9.1,0.7,42.2,No,No
1913,San Francisco,2018,13.5,11.9,11,5.4,67.6,42.2,33.8,-0.4,3.6,0.1,56.4,32.7,68.8,68.7,8.5,0.8,43.4,No,No
1914,San Francisco,2010,12.3,14.7,16,5.4,68.6,44.7,35.4,-2.3,2.0,-2.3,40.0,36.1,70.5,72.9,5.7,3.6,44.8,No,No
1915,San Francisco,2011,12.6,14.5,10,5.4,68.8,43.8,33.7,-3.1,2.4,-0.5,55.9,32.0,70.1,70.6,6.7,3.4,41.8,No,No
1916,San Francisco,2012,13.8,13.0,12,8.4,68.9,46.7,35.1,2.7,1.9,4.4,58.8,37.2,75.4,71.0,7.0,0.9,46.3,No,No
1917,San Francisco,2013,12.3,12.1,13,5.5,66.7,45.3,40.1,-0.4,2.0,0.6,48.4,34.2,69.7,69.1,8.0,-2.5,43.7,No,No
1918,San Francisco,2015,13.8,11.8,20,5.8,62.9,45.1,34.1,0.8,2.5,1.5,43.8,35.5,69.2,67.7,6.3,0.7,42.5,No,No
1919,UTEP,2016,15.5,12.6,22,6.0,66.6,46.5,36.1,1.7,3.5,2.5,57.6,33.7,77.4,74.9,6.8,-3.0,42.4,No,No
1920,UTEP,2017,14.5,13.3,33,5.4,66.2,46.9,34.8,-1.1,3.1,0.5,46.9,33.8,69.3,68.8,5.6,0.3,42.1,No,No
1921,UTEP,2018,10.6,12.4,21,4.2,66.8,43.4,33.6,-0.1,2.9,-3.3,35.5,35.5,67.5,70.9,7.2,-4.7,42.8,No,No
1922,UTEP,2010,14.8,13.2,16,8.7,67.3,47.4,34.3,2.5,3.6,10.7,78.8,31.3,75.3,64.6,6.1,0.7,39.2,No,No
1923,UTEP,2011,15.4,12.5,17,6.8,67.0,46.5,36.4,2.2,3.8,7.0,71.4,30.6,70.6,63.6,5.7,-2.4,40.0,No,No
1924,Oakland,2016,15.6,11.4,14,6.1,77.0,45.8,39.8,0.9,3.3,7.9,65.7,34.9,86.4,78.5,9.0,2.5,43.5,No,No
1925,Oakland,2017,17.0,13.6,17,7.8,76.1,45.5,33.5,0.5,5.1,8.2,73.5,32.0,79.4,71.1,7.3,2.3,40.7,No,No
1926,Oakland,2018,16.8,13.2,9,6.1,77.0,45.0,35.2,-0.9,5.2,1.9,57.6,37.3,78.2,76.2,8.3,0.5,45.0,No,No
1927,Oakland,2010,13.2,13.9,7,6.7,71.9,44.8,32.2,-0.7,4.8,4.9,74.3,34.2,76.5,71.5,5.9,4.9,45.3,No,No
1928,Oakland,2011,16.2,13.5,14,6.2,72.0,49.2,37.4,-1.4,5.5,8.6,71.4,36.3,85.5,76.9,8.2,5.0,44.4,Yes,Yes
1929,Oakland,2012,13.2,11.9,15,6.4,73.7,45.0,37.4,1.5,2.1,1.2,55.6,39.5,79.9,78.6,9.3,-0.3,48.8,No,No
1930,Oakland,2013,13.1,12.1,8,8.2,70.8,43.6,35.5,2.5,1.2,-1.2,48.5,36.4,74.1,75.3,7.2,-0.8,49.3,No,No
1931,Oakland,2015,15.7,12.6,11,5.9,68.6,46.2,36.2,-1.5,1.7,-1.0,48.5,36.9,74.2,75.2,7.8,0.1,46.8,No,No
1932,Bucknell,2016,15.8,13.6,8,6.6,71.4,46.5,36.5,-0.6,3.2,5.2,54.8,35.0,79.0,73.8,7.5,2.3,42.7,No,No
1933,Bucknell,2017,14.6,13.3,6,7.2,68.1,48.0,37.9,0.6,3.8,8.3,74.3,34.2,76.2,67.9,8.2,0.8,42.7,Yes,Yes
1934,Bucknell,2018,14.4,12.5,9,5.5,71.9,47.1,34.8,0.0,4.3,7.9,71.4,33.1,81.1,73.1,8.0,1.2,42.6,Yes,Yes
1935,Bucknell,2010,11.9,11.6,6,4.9,73.0,41.0,32.9,1.4,3.6,-1.0,45.2,38.9,67.0,68.0,6.5,-0.8,43.1,No,No
1936,Bucknell,2011,14.5,11.2,8,4.7,78.8,44.6,40.0,0.6,3.1,6.3,73.5,31.7,70.2,63.9,6.9,-0.4,39.6,Yes,Yes
1937,Bucknell,2012,13.7,11.9,9,4.3,77.4,46.1,39.2,-1.4,3.2,7.5,71.4,34.2,68.9,61.3,5.9,6.5,39.7,No,No
1938,Bucknell,2015,13.1,11.1,4,4.1,69.7,43.8,38.5,-1.7,2.8,-0.2,55.9,37.0,68.8,69.0,6.9,2.1,44.2,No,No
1939,Virginia,2016,14.9,9.3,7,5.4,75.2,49.1,40.3,2.3,3.2,10.9,78.4,34.7,71.0,60.1,6.1,3.8,42.0,No,No
1940,Virginia,2017,13.9,9.5,10,5.6,70.9,46.0,38.5,3.1,4.1,9.7,67.6,31.7,66.1,56.4,6.8,2.9,39.8,Yes,Yes
1941,Virginia,2018,13.5,8.5,5,6.8,75.4,46.0,38.3,4.2,3.6,13.1,91.2,31.0,67.1,54.0,7.3,1.7,38.0,No,No
1942,Virginia,2010,13.0,10.7,7,6.1,74.8,42.6,34.9,1.2,2.6,1.9,48.4,35.2,65.5,63.6,5.7,0.5,43.6,No,No
1943,Virginia,2011,11.4,10.9,6,5.8,69.0,41.5,38.8,1.3,3.0,-0.5,51.6,36.3,61.9,62.4,7.3,-2.3,43.7,No,No
1944,Virginia,2013,14.0,11.2,5,5.9,70.6,45.7,38.5,1.7,4.4,8.7,65.7,31.2,64.2,55.6,6.1,1.5,38.8,No,No
1945,Virginia,2015,12.6,9.3,3,5.5,72.6,45.7,35.2,1.3,4.2,14.0,88.2,30.8,65.4,51.4,5.0,7.7,36.7,No,No
1946,Southern Ill.,2016,11.5,13.7,15,7.3,68.5,45.3,34.3,1.3,2.0,4.1,68.8,31.8,73.8,69.7,6.6,3.0,45.3,No,No
1947,Southern Ill.,2017,11.4,12.1,12,6.8,69.6,43.3,31.6,1.7,3.9,-0.9,51.5,39.6,68.5,69.4,5.3,-1.5,44.7,No,No
1948,Southern Ill.,2018,14.1,12.7,15,7.5,69.6,46.2,35.6,0.8,3.6,0.8,60.6,33.3,69.9,69.1,6.5,-1.5,43.8,No,No
1949,Southern Ill.,2010,13.7,13.5,9,6.4,69.1,45.8,36.2,0.5,2.8,2.6,50.0,34.4,70.1,67.5,6.8,0.5,44.3,No,No
1950,Southern Ill.,2015,8.3,12.8,12,6.7,70.2,41.9,33.0,0.4,2.2,-2.3,36.4,37.9,59.6,61.9,4.2,1.6,44.4,No,No
1951,N.C. Central,2016,12.7,13.9,22,5.8,66.3,43.2,34.8,-0.6,1.7,-0.5,40.6,34.3,69.4,69.8,6.3,1.9,43.1,No,No
1952,N.C. Central,2017,14.1,11.9,11,6.1,68.3,45.4,33.5,2.0,3.3,11.3,73.5,29.0,74.8,63.5,7.5,2.5,39.3,No,No
1953,N.C. Central,2018,15.6,14.1,15,5.1,68.7,46.1,33.1,-2.1,3.3,2.7,54.3,33.0,72.0,69.3,6.1,4.8,41.7,No,No
1954,N.C. Central,2012,14.1,15.2,13,8.2,70.6,47.0,35.6,1.6,3.8,7.6,53.1,30.2,70.7,63.1,6.0,-0.3,41.4,No,No
1955,N.C. Central,2013,14.1,14.3,7,7.6,73.4,46.0,34.8,1.7,2.9,10.4,71.0,28.9,67.1,56.7,5.4,2.2,39.2,No,No
1956,N.C. Central,2015,14.0,12.5,17,6.6,68.5,48.7,36.9,0.8,4.1,13.8,75.8,28.2,69.0,55.2,6.6,3.9,36.0,No,No
1957,Florida A&M,2016,11.0,16.1,13,6.6,58.9,40.1,30.3,-1.1,2.2,-9.1,27.6,33.0,64.2,73.4,5.8,-4.6,44.1,No,No
1958,Florida A&M,2017,12.6,13.6,14,6.6,65.9,42.3,34.8,0.6,3.3,-7.1,23.3,36.2,71.8,78.8,6.2,-6.6,45.6,No,No
1959,Florida A&M,2018,10.9,13.9,14,5.7,72.4,41.9,35.2,-0.4,3.2,-10.0,26.5,34.9,68.9,78.9,6.4,-6.9,47.5,No,No
1960,Florida A&M,2010,10.1,15.6,9,5.7,64.0,40.6,30.8,-1.9,2.6,-9.8,29.0,33.5,63.4,73.2,5.5,-4.6,45.1,No,No
1961,Florida A&M,2011,9.3,16.5,14,7.7,60.6,39.9,31.1,-1.8,4.0,-4.4,37.5,34.1,64.2,68.6,6.1,0.4,41.5,No,No
1962,Florida A&M,2012,10.4,15.8,16,8.2,61.5,40.6,32.2,-0.5,4.4,-7.3,30.3,34.6,65.9,73.2,5.5,-3.1,44.5,No,No
1963,Florida A&M,2013,11.0,15.6,15,8.3,62.7,39.6,30.5,0.6,3.3,-7.1,25.8,35.1,65.0,72.1,5.5,-4.9,44.8,No,No
1964,Florida A&M,2015,8.3,14.3,13,4.9,64.9,37.3,28.3,-2.2,2.1,-17.5,6.9,35.1,55.4,72.9,4.1,-6.9,46.9,No,No
1965,VMI,2016,11.0,13.2,12,6.1,72.3,41.2,33.6,-0.1,4.2,-6.1,30.0,36.4,69.4,75.5,8.8,-5.7,44.8,No,No
1966,VMI,2017,11.9,13.2,12,6.3,69.0,41.2,31.6,-0.2,3.8,-9.6,20.0,39.6,68.6,78.2,8.3,-4.5,48.3,No,No
1967,VMI,2018,11.9,14.7,5,7.4,74.0,39.8,32.0,-1.1,2.9,-8.7,30.0,34.0,65.1,73.8,7.5,-3.8,44.4,No,No
1968,VMI,2010,14.6,14.7,20,10.4,68.1,41.7,32.7,3.5,5.0,-7.9,34.5,38.9,88.6,96.5,11.6,-12.2,51.6,No,No
1969,VMI,2011,14.9,13.3,17,8.7,70.9,44.9,35.9,3.2,4.5,5.8,58.1,35.6,87.9,82.1,11.3,-4.4,45.9,No,No
1970,VMI,2012,13.3,13.3,8,8.3,71.9,44.5,31.9,3.0,3.8,-0.9,51.5,34.4,79.7,80.6,8.6,-6.8,48.3,No,No
1971,VMI,2013,15.0,13.2,10,8.1,65.7,43.4,32.5,1.3,4.4,0.4,45.2,35.4,78.2,77.8,9.1,-2.5,44.8,No,No
1972,VMI,2015,13.6,15.0,19,8.5,68.4,40.0,31.7,1.9,5.9,-0.4,36.7,33.8,80.5,80.9,11.4,-2.8,47.3,No,No
1973,UC Santa Barbara,2016,15.0,12.7,13,5.9,70.1,44.2,36.0,-0.5,3.0,3.5,57.6,30.0,70.8,67.2,7.6,1.8,40.0,No,No
1974,UC Santa Barbara,2017,12.1,12.2,6,5.3,63.4,37.7,29.0,-0.5,2.1,-10.2,21.4,33.8,60.8,71.0,5.5,-0.8,44.7,No,No
1975,UC Santa Barbara,2018,15.0,10.5,7,4.8,69.7,46.4,38.1,1.0,3.7,6.7,71.9,34.5,75.8,69.1,8.0,3.0,43.1,No,No
1976,UC Santa Barbara,2010,13.8,15.3,9,6.7,68.1,44.3,37.7,-0.1,3.1,1.9,66.7,30.8,67.6,65.7,6.8,-2.2,41.7,No,No
1977,UC Santa Barbara,2011,14.3,14.3,10,7.3,75.2,45.4,37.2,-0.8,4.2,2.0,56.3,36.3,67.8,65.8,7.1,-0.6,40.7,No,No
1978,UC Santa Barbara,2012,15.0,11.9,7,5.5,69.4,46.0,38.3,-0.5,5.2,6.5,64.5,34.7,73.0,66.4,7.3,4.0,40.3,No,No
1979,UC Santa Barbara,2013,14.7,14.4,17,5.3,69.2,41.9,34.6,-2.6,4.4,-2.8,35.5,36.8,64.6,67.4,8.0,0.7,42.1,No,No
1980,UC Santa Barbara,2015,15.2,10.9,18,5.2,73.6,43.9,37.4,0.9,3.6,4.4,57.6,34.5,68.4,64.0,6.8,1.2,41.2,No,No
1981,Bradley,2016,9.1,17.1,29,4.5,66.1,37.9,28.0,-5.4,2.8,-13.9,15.6,34.5,56.0,69.9,5.2,-1.3,43.9,No,No
1982,Bradley,2017,11.3,15.1,17,6.2,67.2,42.3,35.6,-2.1,3.7,-5.2,39.4,34.2,65.5,70.7,6.6,-1.1,41.6,No,No
1983,Bradley,2018,13.5,13.4,6,6.5,70.7,43.0,35.4,0.2,4.0,2.6,60.6,33.0,67.4,64.7,6.6,2.6,40.5,No,No
1984,Bradley,2010,11.9,12.0,3,6.3,74.4,43.9,35.6,0.2,2.7,0.1,51.6,30.8,67.5,67.4,6.0,-2.0,41.1,No,No
1985,Bradley,2013,12.5,11.9,15,9.1,72.3,43.7,31.9,2.6,2.4,-0.7,51.4,35.4,67.7,68.5,5.3,-1.9,44.4,No,No
1986,Bradley,2015,9.3,12.7,13,6.9,66.3,37.6,30.1,1.1,2.8,-4.4,27.3,35.8,57.0,61.4,5.4,0.6,42.8,No,No
1987,Central Ark.,2016,13.2,14.5,24,5.4,65.9,44.3,37.1,-2.9,3.7,-8.4,25.0,38.7,75.4,83.7,6.6,0.6,46.9,No,No
1988,Central Ark.,2017,14.5,13.9,10,5.6,71.8,43.7,37.5,-2.5,2.6,-9.3,25.0,39.2,74.8,84.1,7.2,-1.9,46.6,No,No
1989,Central Ark.,2018,16.1,13.7,14,6.7,73.5,45.3,35.6,0.8,5.1,1.5,51.4,36.0,80.5,79.0,8.2,-3.5,44.7,No,No
1990,Central Ark.,2011,11.9,16.1,7,7.6,64.2,41.6,31.3,0.5,2.6,-8.0,17.2,34.4,68.4,76.4,5.7,-3.9,48.4,No,No
1991,Central Ark.,2012,14.7,15.3,8,8.1,55.5,41.7,30.6,0.6,3.2,-10.8,27.6,34.8,71.0,81.8,5.2,-3.9,49.4,No,No
1992,Central Ark.,2013,14.1,14.4,20,7.9,63.2,43.5,35.2,0.5,4.0,-2.2,43.3,36.3,76.5,78.6,7.1,-2.5,45.5,No,No
1993,Central Ark.,2015,12.4,18.2,14,6.3,67.8,42.4,35.3,-5.2,3.9,-16.9,6.9,37.6,65.3,82.2,6.8,-5.6,49.6,No,No
1994,Arkansas,2016,16.3,11.2,16,7.4,69.4,44.3,39.7,3.1,5.2,3.5,50.0,35.9,78.2,74.7,6.8,0.0,43.5,No,No
1995,Arkansas,2017,13.9,11.9,10,7.7,76.1,46.0,36.5,1.4,4.8,5.4,72.2,33.2,79.3,73.9,6.5,-0.6,41.8,Yes,Yes
1996,Arkansas,2018,14.3,10.9,8,6.2,68.1,47.4,39.6,3.1,4.7,4.9,65.7,35.7,80.5,75.6,7.7,-1.6,43.0,Yes,Yes
1997,Arkansas,2010,13.8,13.7,15,7.3,68.0,44.6,34.7,0.9,4.1,0.8,43.8,37.2,74.7,73.9,6.3,-2.6,43.2,No,No
1998,Arkansas,2011,12.0,13.3,11,7.3,69.5,43.6,36.2,1.1,5.9,3.9,58.1,31.5,70.7,66.7,6.6,-2.9,41.2,No,No
1999,Arkansas,2012,13.6,13.0,12,8.3,69.1,43.4,35.3,3.3,5.0,2.1,56.3,32.5,71.8,69.7,6.4,-3.8,43.4,No,No
2000,Arkansas,2013,14.8,11.6,12,9.2,67.2,43.5,30.0,5.9,5.0,4.8,59.4,35.9,73.7,68.8,6.0,-2.5,43.3,No,No
2001,Arkansas,2015,16.1,11.9,9,7.7,72.4,44.5,34.9,3.8,4.7,7.3,75.0,35.2,77.4,70.1,6.6,0.3,42.8,Yes,Yes
2002,Baylor,2016,17.7,12.7,17,7.9,72.5,46.6,36.7,0.9,4.0,7.6,64.7,36.5,77.1,69.5,6.2,7.6,44.7,Yes,Yes
2003,Baylor,2017,15.5,13.4,10,5.1,72.3,47.1,35.9,-2.1,4.8,9.2,77.1,32.3,72.9,63.7,6.6,8.7,40.5,Yes,Yes
2004,Baylor,2018,15.2,13.6,9,5.4,73.4,46.9,35.7,-1.9,4.5,5.9,55.9,33.7,75.6,69.7,6.4,6.0,41.5,No,No
2005,Baylor,2010,14.1,13.6,15,6.6,72.5,48.7,38.5,-1.6,6.7,11.4,77.8,33.2,77.0,65.6,7.1,6.4,38.2,Yes,Yes
2006,Baylor,2011,11.8,15.7,10,7.0,69.5,46.5,34.6,-0.9,4.2,5.5,58.1,34.6,69.5,64.0,5.3,4.4,41.9,No,No
2007,Baylor,2012,15.0,13.7,10,7.5,75.4,46.7,38.3,0.3,4.7,9.4,78.9,33.5,74.7,65.3,6.8,5.4,41.8,Yes,Yes
2008,Baylor,2013,15.9,11.9,13,6.6,69.2,46.0,35.3,1.1,4.5,9.6,62.2,31.2,76.0,66.4,6.9,2.4,40.6,No,No
2009,Baylor,2015,14.6,12.8,10,7.7,67.4,43.4,37.7,-0.7,3.9,8.9,70.6,30.0,69.1,60.2,6.9,8.3,40.2,Yes,Yes
2010,Nevada,2016,12.6,13.0,32,6.7,73.6,42.4,30.7,-0.1,5.7,3.7,63.2,32.3,75.7,72.1,5.3,2.0,40.0,No,No
2011,Nevada,2017,16.0,11.0,10,5.4,70.5,44.8,38.2,0.3,4.3,8.5,80.0,31.0,79.8,71.3,9.1,3.5,42.8,Yes,Yes
2012,Nevada,2018,16.2,9.6,17,6.2,74.3,46.9,39.2,3.2,4.1,9.5,78.4,31.7,82.6,73.1,9.6,-0.8,43.3,Yes,Yes
2013,Nevada,2010,14.1,11.9,13,5.1,73.2,48.2,4.0,-0.8,4.4,4.5,61.8,34.5,79.5,75.0,6.5,1.8,43.8,No,No
2014,Nevada,2011,11.1,14.3,12,4.8,68.6,42.3,4.0,-1.9,3.7,-1.1,40.6,34.0,70.2,71.2,6.6,1.4,42.6,No,No
2015,Nevada,2012,12.9,13.7,9,5.6,65.0,45.0,36.8,-1.1,4.8,5.3,80.0,33.6,70.3,65.1,6.7,4.0,41.3,No,No
2016,Nevada,2013,11.3,12.8,11,5.5,72.9,42.1,30.8,-0.1,3.2,-4.4,38.7,37.3,67.5,71.9,5.9,-1.7,45.3,No,No
2017,Nevada,2015,9.6,14.1,7,5.5,69.6,38.1,26.6,-4.0,4.2,-6.0,29.0,33.9,60.5,66.5,3.6,5.9,41.3,No,No
